review_id,review_text,sentiment,rating,product_category
716,Terrible smell and poor packaging overall. Zero stars.,negative,2,Clothing
1135,Stopped working within a week of purchase. Very bad.,negative,2,Electronics
1085,"Low quality materials, very bad build. Awful.",negative,2,Electronics
498,"Superb quality and fast delivery, very satisfied. Amazing!",positive,5,Home & Kitchen
45,"This product is absolutely amazing, I love it so much! Highly recommended!",positive,5,Home & Kitchen
60,Five stars! Will definitely buy again. Amazing!,positive,5,Electronics
1162,"Broke immediately, absolutely worthless. Garbage.",negative,1,Home & Kitchen
24,Outstanding customer service and great product quality. Loved it.,positive,5,Sports
875,"Regret buying this, complete waste of money. Never again.",negative,1,Home & Kitchen
482,"Superb quality and fast delivery, very satisfied. Highly recommended!",positive,4,Home & Kitchen
1325,"Delivery was fine, product is functional enough. Average.",neutral,3,Books
746,"Broke immediately, absolutely worthless. Zero stars.",negative,1,Electronics
232,"This product is absolutely amazing, I love it so much! Loved it.",positive,5,Beauty
125,"Excellent value for money, very happy with my purchase. 10/10!",positive,5,Automotive
428,The quality exceeded my expectations completely. 10/10!,positive,4,Toys
819,"Nothing like described, very disappointing. Garbage.",negative,1,Automotive
169,"Love everything about this, truly wonderful. Highly recommended!",positive,5,Toys
116,"Excellent value for money, very happy with my purchase. Amazing!",positive,5,Books
1089,"Regret buying this, complete waste of money. Garbage.",negative,2,Beauty
987,"Regret buying this, complete waste of money. Awful.",negative,1,Books
1396,"Does what it says, no more no less. Average.",neutral,3,Home & Kitchen
1425,"Average product, does the job I suppose. It is alright.",neutral,3,Home & Kitchen
416,"Simply outstanding, exceeded all my hopes. Loved it.",positive,5,Electronics
142,Five stars! Will definitely buy again. Amazing!,positive,5,Toys
1234,"It works as described, nothing special about it. Your call.",neutral,3,Electronics
1294,"It is alright, not what I expected though. It is alright.",neutral,3,Toys
763,The product is dangerous and poorly made. Never again.,negative,1,Electronics
1207,"Does what it says, no more no less. Fair enough.",neutral,3,Clothing
463,Five stars! Will definitely buy again. Highly recommended!,positive,4,Toys
1244,"It works as described, nothing special about it. Maybe try it.",neutral,3,Clothing
79,"Best purchase I have ever made, works perfectly. Highly recommended!",positive,5,Clothing
1005,"Low quality materials, very bad build. Zero stars.",negative,1,Electronics
1491,"Average product, does the job I suppose. Fair enough.",neutral,3,Books
572,"Excellent value for money, very happy with my purchase. Highly recommended!",positive,5,Home & Kitchen
16,"Incredible performance, beats all competitors easily. Loved it.",positive,5,Toys
495,"Love everything about this, truly wonderful. Great!",positive,5,Beauty
351,"Best purchase I have ever made, works perfectly. 10/10!",positive,5,Books
1000,Stopped working within a week of purchase. Awful.,negative,1,Beauty
275,"Best purchase I have ever made, works perfectly. 10/10!",positive,4,Toys
1192,Customer support is nonexistent and unhelpful. Very bad.,negative,1,Toys
272,"Highly satisfied customer, great product overall. Great!",positive,5,Automotive
1474,Mediocre quality but works for now. Fair enough.,neutral,3,Electronics
238,"Best purchase I have ever made, works perfectly. Great!",positive,5,Automotive
586,"Fantastic experience, highly recommend to everyone. Great!",positive,5,Beauty
1313,Acceptable for the price point given. It is alright.,neutral,3,Clothing
695,"Regret buying this, complete waste of money. Awful.",negative,1,Home & Kitchen
1002,"Defective product, very frustrating experience. Awful.",negative,2,Home & Kitchen
323,Wonderful experience from start to finish. Highly recommended!,positive,4,Electronics
783,The product is dangerous and poorly made. Zero stars.,negative,1,Beauty
1359,Mediocre quality but works for now. Your call.,neutral,3,Clothing
1204,"Delivery was fine, product is functional enough. Fair enough.",neutral,3,Books
971,"Completely disappointed, total waste of money. Awful.",negative,1,Electronics
1467,"Average product, does the job I suppose. It is alright.",neutral,3,Toys
527,"Works like a charm, absolutely fantastic. 10/10!",positive,5,Beauty
1426,"It works as described, nothing special about it. Fair enough.",neutral,3,Toys
1171,Customer support is nonexistent and unhelpful. Very bad.,negative,1,Automotive
176,Five stars! Will definitely buy again. 10/10!,positive,5,Home & Kitchen
359,"Love everything about this, truly wonderful. Amazing!",positive,4,Clothing
44,"Excellent value for money, very happy with my purchase. Loved it.",positive,5,Books
417,"Works like a charm, absolutely fantastic. Amazing!",positive,5,Electronics
345,"Love everything about this, truly wonderful. Amazing!",positive,4,Automotive
1027,Overpriced junk that does not function at all. Awful.,negative,1,Automotive
1402,Mediocre quality but works for now. Fair enough.,neutral,3,Clothing
102,"Highly satisfied customer, great product overall. Highly recommended!",positive,5,Books
108,Five stars! Will definitely buy again. Amazing!,positive,5,Beauty
1490,"It is alright, not what I expected though. Maybe try it.",neutral,3,Sports
1053,"Nothing like described, very disappointing. Very bad.",negative,2,Home & Kitchen
965,"Awful customer service, no help whatsoever. Never again.",negative,1,Automotive
381,Wonderful experience from start to finish. Great!,positive,5,Toys
245,"Perfect in every way, could not ask for more. 10/10!",positive,5,Automotive
1100,"Regret buying this, complete waste of money. Very bad.",negative,1,Books
501,"Fantastic experience, highly recommend to everyone. Highly recommended!",positive,5,Home & Kitchen
701,"Very poor quality, fell apart immediately. Zero stars.",negative,1,Beauty
129,"Excellent value for money, very happy with my purchase. Amazing!",positive,5,Clothing
240,"Fantastic experience, highly recommend to everyone. 10/10!",positive,5,Toys
1115,"Worst purchase ever, totally useless product. Awful.",negative,2,Electronics
683,"Regret buying this, complete waste of money. Very bad.",negative,1,Electronics
483,"Delighted with this purchase, thank you so much. Amazing!",positive,5,Clothing
1306,"Does what it says, no more no less. Your call.",neutral,3,Toys
276,Wonderful experience from start to finish. 10/10!,positive,4,Home & Kitchen
583,The best thing I have bought this year. Amazing!,positive,5,Clothing
204,"Simply outstanding, exceeded all my hopes. Amazing!",positive,5,Sports
33,"Simply outstanding, exceeded all my hopes. Loved it.",positive,5,Books
1320,"Meets basic requirements, nothing more to say. Your call.",neutral,3,Books
814,"Absolute nightmare, returning this immediately. Very bad.",negative,2,Home & Kitchen
998,"Regret buying this, complete waste of money. Zero stars.",negative,1,Beauty
382,"This product is absolutely amazing, I love it so much! 10/10!",positive,5,Books
1074,"Completely disappointed, total waste of money. Never again.",negative,1,Home & Kitchen
1349,"Product arrived on time, seems okay so far. Fair enough.",neutral,3,Toys
579,"Superb quality and fast delivery, very satisfied. Highly recommended!",positive,5,Beauty
888,"Low quality materials, very bad build. Very bad.",negative,1,Toys
1326,Mediocre quality but works for now. Your call.,neutral,3,Beauty
1327,"Delivery was fine, product is functional enough. Average.",neutral,3,Home & Kitchen
942,"Worst purchase ever, totally useless product. Zero stars.",negative,1,Toys
164,"This changed my life, absolutely brilliant product. 10/10!",positive,4,Sports
910,"Regret buying this, complete waste of money. Awful.",negative,2,Toys
298,"Perfect in every way, could not ask for more. Amazing!",positive,4,Beauty
756,"Does not work as advertised, very misleading. Awful.",negative,2,Electronics
406,"Highly satisfied customer, great product overall. Amazing!",positive,5,Automotive
969,"Nothing like described, very disappointing. Awful.",negative,2,Beauty
606,"Does not work as advertised, very misleading. Very bad.",negative,2,Home & Kitchen
421,The quality exceeded my expectations completely. Highly recommended!,positive,5,Clothing
465,"Love everything about this, truly wonderful. Highly recommended!",positive,4,Electronics
1188,"Terrible product, broke after just one day of use. Zero stars.",negative,1,Books
940,Stopped working within a week of purchase. Zero stars.,negative,2,Sports
193,"Excellent value for money, very happy with my purchase. 10/10!",positive,5,Sports
675,"Absolute nightmare, returning this immediately. Zero stars.",negative,2,Sports
352,"Fantastic experience, highly recommend to everyone. Loved it.",positive,5,Automotive
859,"Does not work as advertised, very misleading. Awful.",negative,1,Books
64,"Fantastic experience, highly recommend to everyone. Highly recommended!",positive,5,Electronics
1174,"Low quality materials, very bad build. Zero stars.",negative,2,Books
766,The product is dangerous and poorly made. Awful.,negative,1,Electronics
1441,"Average product, does the job I suppose. Your call.",neutral,3,Electronics
262,"Excellent value for money, very happy with my purchase. Amazing!",positive,4,Toys
343,The best thing I have bought this year. Amazing!,positive,5,Sports
1221,"Standard quality product, as expected for price. Average.",neutral,3,Books
472,"This changed my life, absolutely brilliant product. Highly recommended!",positive,5,Toys
1335,"Does what it says, no more no less. Average.",neutral,3,Home & Kitchen
199,"Superb quality and fast delivery, very satisfied. Highly recommended!",positive,5,Automotive
1232,"Average product, does the job I suppose. Average.",neutral,3,Toys
918,Overpriced junk that does not function at all. Zero stars.,negative,2,Home & Kitchen
744,Customer support is nonexistent and unhelpful. Zero stars.,negative,1,Automotive
571,Five stars! Will definitely buy again. Loved it.,positive,5,Books
219,Outstanding customer service and great product quality. Amazing!,positive,5,Sports
454,"This changed my life, absolutely brilliant product. 10/10!",positive,5,Beauty
31,"This changed my life, absolutely brilliant product. Great!",positive,5,Sports
57,The quality exceeded my expectations completely. Amazing!,positive,4,Books
1211,"It works as described, nothing special about it. Maybe try it.",neutral,3,Books
1386,Works fine for occasional use I suppose. It is alright.,neutral,3,Clothing
1066,"Nothing like described, very disappointing. Zero stars.",negative,2,Home & Kitchen
431,"Best purchase I have ever made, works perfectly. Loved it.",positive,5,Clothing
725,"Awful customer service, no help whatsoever. Garbage.",negative,1,Books
1145,"Does not work as advertised, very misleading. Never again.",negative,2,Clothing
1006,"Does not work as advertised, very misleading. Very bad.",negative,1,Automotive
1051,Terrible smell and poor packaging overall. Never again.,negative,1,Electronics
1346,Mediocre quality but works for now. Fair enough.,neutral,3,Automotive
1237,"Meets basic requirements, nothing more to say. Average.",neutral,3,Sports
1236,Mediocre quality but works for now. Fair enough.,neutral,3,Sports
1449,"Neither great nor terrible, just okay overall. It is alright.",neutral,3,Clothing
621,"Terrible product, broke after just one day of use. Awful.",negative,2,Toys
1068,Extremely unhappy with this purchase. Very bad.,negative,2,Automotive
839,"Horrible experience, would never buy again. Never again.",negative,1,Clothing
100,"Delighted with this purchase, thank you so much. 10/10!",positive,4,Electronics
533,Five stars! Will definitely buy again. Highly recommended!,positive,4,Automotive
529,"Simply outstanding, exceeded all my hopes. Amazing!",positive,4,Toys
1347,Works fine for occasional use I suppose. Average.,neutral,3,Books
1173,"Horrible experience, would never buy again. Very bad.",negative,2,Toys
1179,Stopped working within a week of purchase. Very bad.,negative,1,Beauty
630,"Complete garbage, avoid at all costs. Garbage.",negative,1,Home & Kitchen
1028,Overpriced junk that does not function at all. Very bad.,negative,1,Clothing
271,"Perfect in every way, could not ask for more. 10/10!",positive,5,Beauty
1342,"Product arrived on time, seems okay so far. It is alright.",neutral,3,Toys
627,Stopped working within a week of purchase. Zero stars.,negative,1,Books
1043,"Terrible product, broke after just one day of use. Very bad.",negative,1,Books
977,The product is dangerous and poorly made. Very bad.,negative,1,Books
372,The best thing I have bought this year. Loved it.,positive,5,Toys
589,"Fantastic experience, highly recommend to everyone. Highly recommended!",positive,5,Automotive
968,"Terrible product, broke after just one day of use. Very bad.",negative,1,Clothing
1166,Extremely unhappy with this purchase. Never again.,negative,1,Beauty
1147,"Horrible experience, would never buy again. Awful.",negative,1,Home & Kitchen
237,"Love everything about this, truly wonderful. Loved it.",positive,5,Books
597,"Love everything about this, truly wonderful. Great!",positive,4,Electronics
963,"Worst purchase ever, totally useless product. Awful.",negative,1,Sports
1446,Mediocre quality but works for now. Average.,neutral,3,Toys
1164,Extremely unhappy with this purchase. Awful.,negative,2,Electronics
591,"This product is absolutely amazing, I love it so much! Highly recommended!",positive,5,Sports
209,Great craftsmanship and very durable product. Great!,positive,4,Automotive
1075,The product is dangerous and poorly made. Awful.,negative,1,Books
900,"Defective product, very frustrating experience. Never again.",negative,1,Sports
354,"Incredible performance, beats all competitors easily. 10/10!",positive,5,Beauty
59,Really impressed with how well this works. Amazing!,positive,5,Automotive
304,"Highly satisfied customer, great product overall. 10/10!",positive,4,Beauty
1448,"Standard quality product, as expected for price. Maybe try it.",neutral,3,Beauty
844,"Terrible product, broke after just one day of use. Very bad.",negative,2,Beauty
1262,Works fine for occasional use I suppose. Fair enough.,neutral,3,Toys
1431,"Meets basic requirements, nothing more to say. Average.",neutral,3,Clothing
1210,"Delivery was fine, product is functional enough. Average.",neutral,3,Toys
368,Really impressed with how well this works. Loved it.,positive,5,Clothing
1358,"Neither great nor terrible, just okay overall. Maybe try it.",neutral,3,Beauty
1198,Overpriced junk that does not function at all. Never again.,negative,1,Automotive
1305,Acceptable for the price point given. Fair enough.,neutral,3,Automotive
1233,"Neither great nor terrible, just okay overall. Fair enough.",neutral,3,Electronics
705,"Broke immediately, absolutely worthless. Garbage.",negative,1,Beauty
234,"Works like a charm, absolutely fantastic. Amazing!",positive,5,Books
619,"Very poor quality, fell apart immediately. Zero stars.",negative,1,Books
197,Really impressed with how well this works. 10/10!,positive,5,Sports
1260,"It is alright, not what I expected though. Average.",neutral,3,Beauty
82,"Fantastic experience, highly recommend to everyone. Great!",positive,5,Beauty
1405,"Does what it says, no more no less. Your call.",neutral,3,Home & Kitchen
598,Wonderful experience from start to finish. Amazing!,positive,5,Beauty
1157,"Awful customer service, no help whatsoever. Very bad.",negative,2,Electronics
112,"Perfect in every way, could not ask for more. Amazing!",positive,5,Home & Kitchen
1277,"Meets basic requirements, nothing more to say. Maybe try it.",neutral,3,Clothing
781,"Nothing like described, very disappointing. Awful.",negative,1,Toys
984,Stopped working within a week of purchase. Zero stars.,negative,2,Books
800,"Completely disappointed, total waste of money. Never again.",negative,1,Sports
1266,Works fine for occasional use I suppose. Fair enough.,neutral,3,Electronics
1151,"Defective product, very frustrating experience. Garbage.",negative,1,Books
825,"Complete garbage, avoid at all costs. Never again.",negative,1,Electronics
383,Outstanding customer service and great product quality. Loved it.,positive,5,Electronics
539,"Highly satisfied customer, great product overall. 10/10!",positive,4,Books
1494,"Average product, does the job I suppose. Fair enough.",neutral,3,Home & Kitchen
1113,"Absolute nightmare, returning this immediately. Awful.",negative,1,Sports
325,"Superb quality and fast delivery, very satisfied. 10/10!",positive,4,Toys
362,"Simply outstanding, exceeded all my hopes. 10/10!",positive,5,Electronics
1488,"Meets basic requirements, nothing more to say. Your call.",neutral,3,Home & Kitchen
1030,Terrible smell and poor packaging overall. Very bad.,negative,2,Automotive
708,"Defective product, very frustrating experience. Very bad.",negative,2,Electronics
333,The quality exceeded my expectations completely. Amazing!,positive,5,Books
430,Really impressed with how well this works. Loved it.,positive,5,Toys
1243,"Average product, does the job I suppose. Fair enough.",neutral,3,Beauty
426,The best thing I have bought this year. Loved it.,positive,5,Books
629,Stopped working within a week of purchase. Awful.,negative,1,Toys
1112,Customer support is nonexistent and unhelpful. Awful.,negative,2,Clothing
678,"Does not work as advertised, very misleading. Never again.",negative,2,Clothing
694,"Regret buying this, complete waste of money. Never again.",negative,1,Toys
758,"Nothing like described, very disappointing. Very bad.",negative,1,Sports
255,"Best purchase I have ever made, works perfectly. Great!",positive,5,Sports
1095,Customer support is nonexistent and unhelpful. Awful.,negative,1,Sports
917,"Terrible product, broke after just one day of use. Garbage.",negative,1,Electronics
1186,"Absolute nightmare, returning this immediately. Very bad.",negative,2,Home & Kitchen
669,"Worst purchase ever, totally useless product. Very bad.",negative,2,Books
842,Overpriced junk that does not function at all. Zero stars.,negative,1,Beauty
807,"Worst purchase ever, totally useless product. Zero stars.",negative,1,Automotive
1457,"Delivery was fine, product is functional enough. Maybe try it.",neutral,3,Books
87,"Delighted with this purchase, thank you so much. Highly recommended!",positive,5,Clothing
1422,Works fine for occasional use I suppose. It is alright.,neutral,3,Books
266,"This product is absolutely amazing, I love it so much! Highly recommended!",positive,5,Toys
288,"Perfect in every way, could not ask for more. Highly recommended!",positive,4,Home & Kitchen
1484,Mediocre quality but works for now. Average.,neutral,3,Books
893,Overpriced junk that does not function at all. Awful.,negative,2,Sports
1496,"Product arrived on time, seems okay so far. Your call.",neutral,3,Electronics
979,"Absolute nightmare, returning this immediately. Zero stars.",negative,2,Sports
535,Outstanding customer service and great product quality. Highly recommended!,positive,5,Beauty
1001,"Completely disappointed, total waste of money. Awful.",negative,2,Sports
222,Five stars! Will definitely buy again. Highly recommended!,positive,4,Clothing
114,The quality exceeded my expectations completely. Loved it.,positive,5,Sports
673,"Low quality materials, very bad build. Very bad.",negative,2,Beauty
584,Really impressed with how well this works. Loved it.,positive,5,Automotive
175,The best thing I have bought this year. 10/10!,positive,4,Sports
536,"Delighted with this purchase, thank you so much. Great!",positive,5,Automotive
1079,Terrible smell and poor packaging overall. Awful.,negative,1,Clothing
1177,Customer support is nonexistent and unhelpful. Very bad.,negative,1,Electronics
1107,Overpriced junk that does not function at all. Never again.,negative,1,Toys
983,"Terrible product, broke after just one day of use. Awful.",negative,2,Books
286,"Highly satisfied customer, great product overall. Highly recommended!",positive,4,Books
868,"Worst purchase ever, totally useless product. Never again.",negative,1,Automotive
375,"Fantastic experience, highly recommend to everyone. Amazing!",positive,4,Toys
1197,"Very poor quality, fell apart immediately. Very bad.",negative,2,Sports
32,Really impressed with how well this works. Amazing!,positive,5,Electronics
552,"Fantastic experience, highly recommend to everyone. Amazing!",positive,5,Automotive
211,Wonderful experience from start to finish. Highly recommended!,positive,5,Electronics
1047,"Horrible experience, would never buy again. Zero stars.",negative,1,Electronics
924,"Broke immediately, absolutely worthless. Garbage.",negative,1,Beauty
810,Terrible smell and poor packaging overall. Garbage.,negative,1,Automotive
618,"Horrible experience, would never buy again. Garbage.",negative,1,Toys
933,"Defective product, very frustrating experience. Zero stars.",negative,2,Electronics
620,Terrible smell and poor packaging overall. Garbage.,negative,1,Beauty
189,Five stars! Will definitely buy again. Loved it.,positive,4,Sports
711,Extremely unhappy with this purchase. Garbage.,negative,1,Sports
937,"Complete garbage, avoid at all costs. Very bad.",negative,2,Automotive
1169,Terrible smell and poor packaging overall. Very bad.,negative,2,Toys
1220,Mediocre quality but works for now. Maybe try it.,neutral,3,Electronics
1098,"Complete garbage, avoid at all costs. Very bad.",negative,1,Sports
902,"Horrible experience, would never buy again. Garbage.",negative,1,Toys
84,"Superb quality and fast delivery, very satisfied. Loved it.",positive,5,Automotive
702,"Broke immediately, absolutely worthless. Zero stars.",negative,1,Clothing
49,Five stars! Will definitely buy again. Highly recommended!,positive,5,Clothing
1284,"It works as described, nothing special about it. Your call.",neutral,3,Electronics
156,"Highly satisfied customer, great product overall. Amazing!",positive,5,Books
1152,"Low quality materials, very bad build. Garbage.",negative,1,Clothing
1142,"Does not work as advertised, very misleading. Garbage.",negative,1,Electronics
975,Terrible smell and poor packaging overall. Awful.,negative,2,Sports
1058,"Does not work as advertised, very misleading. Very bad.",negative,1,Sports
808,"Worst purchase ever, totally useless product. Never again.",negative,1,Books
1230,"Delivery was fine, product is functional enough. Your call.",neutral,3,Clothing
1481,Works fine for occasional use I suppose. Average.,neutral,3,Sports
1437,"Does what it says, no more no less. It is alright.",neutral,3,Home & Kitchen
180,"Delighted with this purchase, thank you so much. 10/10!",positive,5,Automotive
1356,"Average product, does the job I suppose. Your call.",neutral,3,Toys
1247,Works fine for occasional use I suppose. Fair enough.,neutral,3,Automotive
1041,"Very poor quality, fell apart immediately. Never again.",negative,2,Automotive
950,"Defective product, very frustrating experience. Garbage.",negative,1,Automotive
817,"Low quality materials, very bad build. Zero stars.",negative,1,Beauty
364,The best thing I have bought this year. Loved it.,positive,5,Home & Kitchen
1178,"Low quality materials, very bad build. Awful.",negative,1,Books
1199,Overpriced junk that does not function at all. Garbage.,negative,1,Home & Kitchen
347,The quality exceeded my expectations completely. Highly recommended!,positive,5,Beauty
1011,Overpriced junk that does not function at all. Garbage.,negative,1,Books
615,"Worst purchase ever, totally useless product. Awful.",negative,1,Sports
966,Extremely unhappy with this purchase. Zero stars.,negative,1,Beauty
1274,"Delivery was fine, product is functional enough. Maybe try it.",neutral,3,Clothing
590,"This product is absolutely amazing, I love it so much! Great!",positive,4,Beauty
1289,Mediocre quality but works for now. Maybe try it.,neutral,3,Home & Kitchen
632,"Low quality materials, very bad build. Never again.",negative,1,Beauty
244,The best thing I have bought this year. Highly recommended!,positive,5,Clothing
1375,"Does what it says, no more no less. Your call.",neutral,3,Electronics
1452,"It works as described, nothing special about it. Average.",neutral,3,Books
765,"Broke immediately, absolutely worthless. Awful.",negative,1,Books
988,"Completely disappointed, total waste of money. Never again.",negative,2,Toys
412,"Perfect in every way, could not ask for more. Highly recommended!",positive,5,Beauty
1421,"Neither great nor terrible, just okay overall. Average.",neutral,3,Electronics
1226,"Standard quality product, as expected for price. Fair enough.",neutral,3,Toys
309,"Delighted with this purchase, thank you so much. Loved it.",positive,4,Beauty
882,"Completely disappointed, total waste of money. Very bad.",negative,1,Clothing
399,Really impressed with how well this works. Amazing!,positive,5,Automotive
371,"Excellent value for money, very happy with my purchase. Highly recommended!",positive,5,Home & Kitchen
55,Great craftsmanship and very durable product. Amazing!,positive,5,Clothing
1339,"Neither great nor terrible, just okay overall. Maybe try it.",neutral,3,Sports
1183,"Absolute nightmare, returning this immediately. Awful.",negative,2,Clothing
313,The quality exceeded my expectations completely. Loved it.,positive,4,Electronics
922,"Does not work as advertised, very misleading. Very bad.",negative,1,Electronics
110,Great craftsmanship and very durable product. Great!,positive,5,Sports
719,"Does not work as advertised, very misleading. Awful.",negative,2,Beauty
692,"Completely disappointed, total waste of money. Garbage.",negative,1,Home & Kitchen
